year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status,UID,age_category,listing_instance,birth_year,ca_updated,el_updated,early_life,career
2018,3,466,4.5 B,Chey,Tae-won,Chey Tae-won,1960-12-03,58.0,Male,South Korea,South Korea,Seoul,Telecom,Telecom,SK CandC,,False,Increased,Chey Tae-won1960.0,51-60,First,1960.0,True,True,"Chey was born on December 3, 1960, in Suwon, Gyeonggi Province, as the eldest son of Chey Jong-hyun, chairman of Sunkyung Group (now SK Group). Chey attended Korea University where he received a bachelor's degree in physics, and later he studied for his Ph.D. in economics at University of Chicago, USA, but did not finish. He joined SK Corp. as a manager, served as executive director of SK America, executive director of SK Corp. and vice president of SK Corp. After the death of Chey Jong-hyun, the former chairman, he took the post of SK chairman at the early age of 38 without a management dispute. It is reported that Chey Yoon-won, the son of founder Chey Jong-gun, appointed Chey Tae-won as the group leader, saying, ""Tae-won is the best among our brothers.""","Chey was born on December 3, 1960, in Suwon, Gyeonggi Province, as the eldest son of Chey Jong-hyun, chairman of Sunkyung Group (now SK Group). Chey attended Korea University where he received a bachelor's degree in physics, and later he studied for his Ph.D. in economics at University of Chicago, USA, but did not finish. He joined SK Corp. as a manager, served as executive director of SK America, executive director of SK Corp. and vice president of SK Corp. After the death of Chey Jong-hyun, the former chairman, he took the post of SK chairman at the early age of 38 without a management dispute. It is reported that Chey Yoon-won, the son of founder Chey Jong-gun, appointed Chey Tae-won as the group leader, saying, ""Tae-won is the best among our brothers."""
2017,3,1678,1.2 B,Chi,Yufeng,Chi Yufeng,1971-01-01,46.0,Male,China,China,Beijing,Technology,Technology,,,False,,Chi Yufeng1971.0,41-50,First,1971.0,True,True,"Michael Chi or Chi Yufeng (Chinese: 池宇峰; pinyin: Chí Yǔ Fēng; born in September 15, 1971) is a Chinese Internet entrepreneur. He is the founder and chairman of the Perfect World Investment & Holding Group, a China-based entertainment industry group.","Michael Chi or Chi Yufeng (Chinese: 池宇峰; pinyin: Chí Yǔ Fēng; born in September 15, 1971) is a Chinese Internet entrepreneur. He is the founder and chairman of the Perfect World Investment & Holding Group, a China-based entertainment industry group."
2015,3,1741,1.0 B,Chin,Jong Hwa,Chin Jong Hwa,1958-06-01,57.0,Male,Taiwan,Taiwan,Taoyuan,Automotive,Automotive,,Entrepreneur,True,,Chin Jong Hwa1958.0,51-60,First,1958.0,True,True,page not found,page not found
2022,4,1818,1.6 B,Tung,Ching Bor,Ching Bor Tung,1963-01-01,59.0,Male,China,China,Dongguan,Manufacturing,Manufacturing,,,True,Remained Even,Ching Bor Tung1963.0,51-60,First,1963.0,True,True,page not found,page not found
2011,3,651,1.9 B,Wilson,Chip,Chip Wilson,1957-01-01,54.0,Male,Canada,Canada,Vancouver,,Fashion and Retail,,,True,,Chip Wilson1957.0,51-60,First,1957.0,True,True,"Wilson was born in San Diego, California, in 1955. Both of his parents were athletes at college, and his father later on was a physical education teacher. In 1980, he graduated with a bachelor's degree in economics from the University of Calgary.","Wilson was born in San Diego, California, in 1955. Both of his parents were athletes at college, and his father later on was a physical education teacher. In 1980, he graduated with a bachelor's degree in economics from the University of Calgary."
2016,3,1577,1.1 B,Amin,Chirayu,Chirayu Amin,1946-12-04,70.0,Male,India,India,Baroda,Healthcare,Healthcare,,,False,,Chirayu Amin1946.0,60+,First,1946.0,True,True,"Chirayu Amin is an Indian billionaire businessman and cricket administrator. He is the chairman and managing director of Alembic Pharmaceuticals Ltd. and Alembic Group. He was the chairman of the Indian Premier League and vice president of the Board of Control for Cricket in India. He was also the chairman of the Federation of Indian Chambers of Commerce. He also served as the president of the Baroda Cricket Association. As of May 2021, Amin has a net worth of US$1.8 Billion dollars as mentioned by Forbes.In January 2021, he was awarded the lifetime achievement award by the Federation of Gujarat Industries (FGI).","Chirayu Amin is an Indian billionaire businessman and cricket administrator. He is the chairman and managing director of Alembic Pharmaceuticals Ltd. and Alembic Group. He was the chairman of the Indian Premier League and vice president of the Board of Control for Cricket in India. He was also the chairman of the Federation of Indian Chambers of Commerce. He also served as the president of the Baroda Cricket Association. As of May 2021, Amin has a net worth of US$1.8 Billion dollars as mentioned by Forbes.In January 2021, he was awarded the lifetime achievement award by the Federation of Gujarat Industries (FGI)."
2016,3,1577,1.1 B,Cho,Chang-Gul,Cho Chang-Gul,1939-05-28,77.0,Male,South Korea,South Korea,Seoul,Manufacturing,Manufacturing,Hanssem,,True,,Cho Chang-Gul1939.0,60+,First,1939.0,True,True,page not found,page not found
2016,3,1694,1.0 B,Cho,Jung-Ho,Cho Jung-Ho,1958-10-05,58.0,Male,South Korea,South Korea,Seoul,Finance and Investments,Finance and Investments,Meritz Financial Group,,False,,Cho Jung-Ho1958.0,51-60,First,1958.0,True,True,page not found,page not found
2018,3,1477,1.6 B,Cho,Jung-ho,Cho Jung-ho,1958-10-05,60.0,Male,South Korea,South Korea,Seoul,Finance and Investments,Finance and Investments,Meritz Financial Group,,False,Increased,Cho Jung-ho1958.0,51-60,First,1958.0,True,True,page not found,page not found
2021,4,2263,1.3 B,Cho,Jyh-jer,Cho Jyh-jer,,,Male,Taiwan,,,Technology,Technology,,,True,,Cho Jyh-jernan,-,First,,True,True,page not found,page not found
2010,3,536,1.9 B,Cho,Tak Wong,Cho Tak Wong,1946-05-01,64.0,Male,Hong Kong,China,Fuqing,,Manufacturing,,,False,Increased,Cho Tak Wong1946.0,60+,First,1946.0,True,True,Cao was born in 1946 in Fuqing into a wealthy Fujianese family.,Cao was born in 1946 in Fuqing into a wealthy Fujianese family.
2014,3,1372,1.2 B,Cho,Yang-Rai,Cho Yang-Rai,1937-10-19,77.0,Male,South Korea,South Korea,Seoul,Manufacturing,Manufacturing,Hankook Tire,,False,,Cho Yang-Rai1937.0,60+,First,1937.0,True,True,page not found,page not found
2018,3,2124,1.0 B,Cho,Yang-rai,Cho Yang-rai,1937-10-19,81.0,Male,South Korea,South Korea,Seoul,Manufacturing,Manufacturing,Hankook Tire,,False,Decreased,Cho Yang-rai1937.0,60+,First,1937.0,True,True,page not found,page not found
2001,7,490,1.0 B,,,Cho Yaw Wee,,73.0,,Singapore,Singapore,Singapore,,Finance and Investments,,,False,,Cho Yaw Wee1928.0,60+,First,1928.0,True,True,"His mother was the second wife of Wee Kheng Chiang, businessman in operating in Sarawak who was a Hokkien from Kinmen island. In 1937, Wee and his family fled to Kuching in Borneo to escape the Sino-Japanese War. He lived with the family of his father's first wife for about a year before moving to Singapore, where he attended Gong Shang Primary School and The Chinese High School.His education was disrupted by the Japanese invasion of Singapore and Malaya, and Wee spent most of the Japanese Occupation with his family in Karimun in Indonesia. After the Japanese Occupation, Wee returned to Singapore and attended Chung Cheng High School. There he was involved in anti-colonial politics, and was investigated by the British authorities before his father then pulled him out of school.","His mother was the second wife of Wee Kheng Chiang, businessman in operating in Sarawak who was a Hokkien from Kinmen island. In 1937, Wee and his family fled to Kuching in Borneo to escape the Sino-Japanese War. He lived with the family of his father's first wife for about a year before moving to Singapore, where he attended Gong Shang Primary School and The Chinese High School.His education was disrupted by the Japanese invasion of Singapore and Malaya, and Wee spent most of the Japanese Occupation with his family in Karimun in Indonesia. After the Japanese Occupation, Wee returned to Singapore and attended Chung Cheng High School. There he was involved in anti-colonial politics, and was investigated by the British authorities before his father then pulled him out of school."
2022,4,1341,2.3 B,Cho,Young-sik,Cho Young-sik,1961-06-30,61.0,Male,South Korea,South Korea,Seoul,Healthcare,Healthcare,,,True,,Cho Young-sik1961.0,60+,First,1961.0,True,True,"Jo Yun-sik (born 24 July 1931) is a South Korean speed skater. He competed in two events at the 1956 Winter Olympics.


== References ==","Jo Yun-sik (born 24 July 1931) is a South Korean speed skater. He competed in two events at the 1956 Winter Olympics.


== References =="
2014,3,1465,1.1 B,Choo,Chong Ngen,Choo Chong Ngen,1953-04-21,61.0,Male,Singapore,Singapore,Singapore,Real Estate,Real Estate,,,True,,Choo Chong Ngen1953.0,60+,First,1953.0,True,True,page not found,page not found
2011,3,938,1.3 B,Choy,Kam Lok,Choy Kam Lok,1941-12-13,70.0,Male,Hong Kong,Hong Kong,Hong Kong,,Healthcare,,,True,,Choy Kam Lok1941.0,60+,First,1941.0,True,True,page not found,page not found
2021,4,2263,1.3 B,Britt,Chris,Chris Britt,1973-03-17,48.0,Male,United States,United States,San Francisco,Finance & Investments,Finance and Investments,,,True,,Chris Britt1973.0,41-50,First,1973.0,True,True,"Chris Britt is an editorial cartoonist and author from Phoenix, Arizona. Britt is a graduate of the University of Illinois Urbana-Champaign's College of Fine Arts with a degree in visual arts. Britt has been a cartoonist since 1991.
His awards include first place for editorial cartooning from the Washington Press Association in 1995, the National Press Foundation's Berryman Award as editorial cartoonist of the year in 1994, and the Sigma Delta Chi Award for editorial cartooning from the Society of Professional Journalists in 2009.His work runs weekly in the Illinois Times, and he has worked as a cartoonist at the State Journal-Register of Springfield, Illinois, The Seattle Times, The Sacramento Union, The Houston Post, and The News Tribune of Tacoma, Washington. His cartoons have been published in Newsweek, Newsweek Japan, Time magazine, U.S. News & World Report, The New York Times, The Washington Post, and USA Today. They have also been aired on CNN's Inside Politics, MSNBC, Fox News and ABC's Good Morning America.
Britt currently lives and works from Tucson.
Britt currently works as a children's author. He published his first book, The Most Perfect Snowman, in October 2016 via HarperCollins.","Chris Britt is an editorial cartoonist and author from Phoenix, Arizona. Britt is a graduate of the University of Illinois Urbana-Champaign's College of Fine Arts with a degree in visual arts. Britt has been a cartoonist since 1991.
His awards include first place for editorial cartooning from the Washington Press Association in 1995, the National Press Foundation's Berryman Award as editorial cartoonist of the year in 1994, and the Sigma Delta Chi Award for editorial cartooning from the Society of Professional Journalists in 2009.His work runs weekly in the Illinois Times, and he has worked as a cartoonist at the State Journal-Register of Springfield, Illinois, The Seattle Times, The Sacramento Union, The Houston Post, and The News Tribune of Tacoma, Washington. His cartoons have been published in Newsweek, Newsweek Japan, Time magazine, U.S. News & World Report, The New York Times, The Washington Post, and USA Today. They have also been aired on CNN's Inside Politics, MSNBC, Fox News and ABC's Good Morning America.
Britt currently lives and works from Tucson.
Britt currently works as a children's author. He published his first book, The Most Perfect Snowman, in October 2016 via HarperCollins."
2015,3,1741,1.0 B,Dawson,Chris,Chris Dawson,1951-12-25,64.0,Male,United Kingdom,United Kingdom,Plymouth,Fashion and Retail,Fashion and Retail,,,True,,Chris Dawson1951.0,60+,First,1951.0,True,True,"Christopher Dawson or Chris Dawson may refer to:

Chris Dawson (businessman) (born 1952), British businessman, founder and chief executive officer of The Range
Chris Dawson (footballer, born 1994), English-born Welsh footballer
Chris Dawson (footballer, born 1979), English-born Seychelles footballer
Chris Dawson (governor), Australian police officer and governor
Christopher Dawson (1889–1970), British historian
Chris Dawson (rugby league), Australian rugby league player and convicted murderer","Christopher Dawson or Chris Dawson may refer to:

Chris Dawson (businessman) (born 1952), British businessman, founder and chief executive officer of The Range
Chris Dawson (footballer, born 1994), English-born Welsh footballer
Chris Dawson (footballer, born 1979), English-born Seychelles footballer
Chris Dawson (governor), Australian police officer and governor
Christopher Dawson (1889–1970), British historian
Chris Dawson (rugby league), Australian rugby league player and convicted murderer"
2023,4,2020,1.4 B,Ellison,Chris,Chris Ellison,1957-06-26,66.0,Male,Australia,Australia,Perth,Metals & Mining,Metals and Mining,,,True,,Chris Ellison1957.0,60+,First,1957.0,True,True,"Chris Ellison may refer to:

Chris Ellison (actor) (born 1946), English actor
Chris Ellison (businessman) (born c. 1957), New Zealand entrepreneur
Chris Ellison (politician) (born 1954), member of the Australian Senate
Chris Ellison (cricketer) (born 1979), English cricketer","Chris Ellison may refer to:

Chris Ellison (actor) (born 1946), English actor
Chris Ellison (businessman) (born c. 1957), New Zealand entrepreneur
Chris Ellison (politician) (born 1954), member of the Australian Senate
Chris Ellison (cricketer) (born 1979), English cricketer"
2018,3,456,4.6 B,Larsen,Chris,Chris Larsen,1960-06-15,58.0,Male,United States,United States,San Francisco,Finance,Finance and Investments,,,True,,Chris Larsen1960.0,51-60,First,1960.0,True,True,"Chris Larsen was born in San Francisco, California, in 1960. His mother worked as a freelance illustrator, while his father worked as an aircraft mechanic for United Airlines at San Francisco International Airport. After high school, Larsen attended San Francisco State University, where he earned a B.S. in international business and accounting in 1984. He began working for Chevron after college, doing financial audits in Brazil, Ecuador, and Indonesia. He graduated with an M.B.A. from the Stanford Graduate School of Business in 1991.","Chris Larsen was born in San Francisco, California, in 1960. His mother worked as a freelance illustrator, while his father worked as an aircraft mechanic for United Airlines at San Francisco International Airport. After high school, Larsen attended San Francisco State University, where he earned a B.S. in international business and accounting in 1984. He began working for Chevron after college, doing financial audits in Brazil, Ecuador, and Indonesia. He graduated with an M.B.A. from the Stanford Graduate School of Business in 1991."
2017,3,1678,1.2 B,Sacca,Chris,Chris Sacca,1975-05-12,42.0,Male,United States,United States,Truckee,Finance and Investments,Finance and Investments,Lowercase Capital,Investor,True,,Chris Sacca1975.0,41-50,First,1975.0,True,True,"Chris Sacca was born on May 12, 1975, and raised in Lockport, a suburb of Buffalo. His father was an attorney, while his mother was a professor at SUNY Buffalo State.  Sacca is of Irish and Italian descent, with family originating from Calabria, Italy. Sacca's parents exposed him to a variety of interests, and he recalls being pulled out of school to attend science museums and book-readings.Sacca attended The Edmund A. Walsh School of Foreign Service at Georgetown University in Washington, D.C. He spent semesters abroad at the Pontificia Universidad Católica del Ecuador in Quito, Ecuador, University College Cork, in Cork, Ireland, and the Universidad Complutense in Madrid, Spain. He graduated in 1997 cum laude with a B.S. in foreign service and was an Edmund Evans Memorial Scholar as well as a Weeks Family Foundation Scholar. He was a member of The Tax Lawyer law review and was honored as the school's Philip A. Ryan and Ralph J. Gilbert Memorial Scholar. He recalls that he managed to graduate without attending class, obtaining class notes by throwing an annual keg party where entry required classmates to dump their notes in a bin. He graduated from Georgetown University with a Juris Doctor cum laude in law and technology in 2000.","Chris Sacca was born on May 12, 1975, and raised in Lockport, a suburb of Buffalo. His father was an attorney, while his mother was a professor at SUNY Buffalo State.  Sacca is of Irish and Italian descent, with family originating from Calabria, Italy. Sacca's parents exposed him to a variety of interests, and he recalls being pulled out of school to attend science museums and book-readings.Sacca attended The Edmund A. Walsh School of Foreign Service at Georgetown University in Washington, D.C. He spent semesters abroad at the Pontificia Universidad Católica del Ecuador in Quito, Ecuador, University College Cork, in Cork, Ireland, and the Universidad Complutense in Madrid, Spain. He graduated in 1997 cum laude with a B.S. in foreign service and was an Edmund Evans Memorial Scholar as well as a Weeks Family Foundation Scholar. He was a member of The Tax Lawyer law review and was honored as the school's Philip A. Ryan and Ralph J. Gilbert Memorial Scholar. He recalls that he managed to graduate without attending class, obtaining class notes by throwing an annual keg party where entry required classmates to dump their notes in a bin. He graduated from Georgetown University with a Juris Doctor cum laude in law and technology in 2000."
